내용링크,이름,카테고리,브랜드,브랜드_한글,성별,평점,리뷰수,태그,좋아요 수,조회수,구매수,인기 나이,인기 성별,가격,리뷰1,리뷰2,리뷰3,리뷰4,리뷰5,리뷰6,리뷰7,리뷰8,리뷰9,리뷰10
https://www.musinsa.com/app/goods/2034964?loc=goods_rank,"
UNISEX 오버핏 싱글 MAISON프린팅 슬리브리스 탑 화이트(FCB2TS300M)
[업텐션 샤오착용]UNISEX 오버핏 싱글 MAISON프린팅 슬리브리스 탑 화이트(FCB2TS300M)
",민소매 티셔츠,FABULOUS ARCHIVE,(패블러스아카이브),"남
여",4.9,후기 451개 보기,#반팔티#오버핏#라운드티#슬리브리스#그래픽#민소매#나시티셔츠,"3,393",1만 회 이상,1.8천 개 이상,19~28,남성,"22,515 ~ 24,500원",적당한 가격대에 깔끔한 옷! 이번여름 이 옷 덕분에 아주 시원하고 상쾌하게 잘 보내고 있어요 사이즈도 적당 핏도 깔끔!,"제가 전역하고 살이 한달만에 많이 쪄버렸는뎅
그래도 맞긴 하네요!",배송빠르고 세일하길래 구매했는데 너무 잘샀어요 품질도좋도 잘어울리네요,이거 진짜 개꿀입니다 시원한거야 시원한건데 어깨핏이 촥 살아나서 평소에 팔운동만 깨작깨작 하고 입으면 몸 좋아보이고 좋습니다,한여름에 입기 좋아요 놀러가서 입기도 좋아요 예뻐요,검정색사고 이번여름에 흰색으로한벌더구매합니다 퀄리티좋아서 자주입어요,적당한 두께로 속옷이 거의 비치지 않고 암홀과 네크라인도 적당해서 입기 좋아요.너무 마음에 듭니다.,"생각보다 어깨가 오버핏해서 걱정했는데 잘 맞네요!
어깨가 넓지 않은 분들한테는 이게 옆으로 내려올 너비라 잘 생각하고 구매하시길.

여름에 입기 딱 좋은 색상이라 좋아요 두께는 얇지도 두껍지도 않은 중간입니다.","일반 나시 보다 반팔 처럼 좀더 넓어용

부담없는 디자인이네여",나시가 좀 더울 수는 있지만 여름에 입고 운동하거나 외출할 땐 너무 편하고 좋아요
https://www.musinsa.com/app/goods/2560854?loc=goods_rank,"
[무료반품]
[SET] 아치로고 카라 맨투맨 셋업_오트밀
[SET] Arch Logo Half sweat shirt oatmeal
",반소매 티셔츠,GAINSBORO,(게인스보로),"남
여",4.8,후기 407개 보기,#셋업#세트#카라티#피케티#반팔티#티셔츠추천#맨투맨#패키지,"5,902",5.4천 회 이상,1.4천 개 이상,40,여성,"53,664 ~ 55,900원",편하게입기 좋아요. 줄어들거 생각해서 좀 크게샀어요. 가볍고 편한스탈이라 자주 입을듯.,저번에 겨울버젼 사고 또 샀어요 좋어요 색이 이뻐요,"스몰보단 엠사이즈가 낙낙하니 핏이 더 이쁨니다
딸은 스몰 사줬는데",브랜드 옷은 질이 좋은 반면 여름에 입기에 지나치게 두꺼운 느낌도 있어서 좀 더운데 이 옷은 딱 입기좋은 얇으면서 너무 후줄근해 보이지 않는 두께감이네요 셋업으로 입으니 더 이뻐요,이쁩니다 핏도 예쁘고 사이즈도 적당하니 잘떨어져요 편하게입기 좋습니다,"핏이 이뻐요 생각보다 두껍지 않아요
좋아요좋앙ᆢㄷ",사이즈가 넉넉하고 예뻐서 편하게 잘 입고 있습니다.,"카라가 있는 디자인은 처음인데 괜찮은것 같습니다.
사이즈가 너무 잘 맞아고 편해서 자주입게 됩니다.",싸이즈 적당하고 두께 괜찮고 금액도 가성비 좋아요!! 추천합니다,흰색낀오트밀색인줄알았는데 생각보다 훨씬 오트밀이니까 화이트랑 고민하실 때 참고하세용 그리고 두껍다는 얘기가 많아서 걱정했는데 생각보다는 얇았어요 반팔티보다는 두껍지만요!! (한여름에는 좀 더울 거 같고 실내에 오래 있을 때는 입고 나갈 만 할 거 같은 두께) 163인데 엉덩이 반보다 좀 더 위에 왔고 딱 예쁜 핏이라 맘에 듭니다
https://www.musinsa.com/app/goods/1027583?loc=goods_rank,"
LOCATION SHORT SLEEVE [BLACK]
",반소매 티셔츠,VIVASTUDIO,(비바스튜디오),남,4.7,"후기 9,375개 보기",#로케이션#패밀리세일#22S/S컬렉션#로고티셔츠,"24,574",5.7천 회 이상,2천 개 이상,19~28,남성,"28,673 ~ 31,200원","개인적인 솔직후기
많이 기대했는데 아쉽네요.
재질이 예전 아버지들 런닝셔츠 재질입니다.
얇지만 구김이 심해요. 조금만 활동해서 구김이 심해져서 굉장히 지져분해보입니다. 그나마 세일해서 구매했지만..흠 그래도 가성비 별로입니다.",색도이쁘고 너무맘에들어요! 여름에는이거만입을거같아요ㅎ,"작을줄알았는데 넉넉하네요 두께도 생각보다 얇구요
잘입겠습니다","얇아서 한여름에 입기 좋은 제품입니다.
어깨 라인도 넓고, 기장도 좋습니다.","세일해서 구매해봤는데, 가격도 좋고 얇고 가벼워서 정말 좋습니다. 편하게 자주 입을 것 같습니다.",그냥 평범한 비바스튜디오 티셔츠입니다 그만큼 이쁘고 무난합니다,상체발달형인데 크게나와서그런지 딱맞는거같아요 마음에들어요,"오빠 주려고 산 거라 저한테는 많이많이 큽니다~!
면이 너무 좋네요. 퀄리티 좋고 넘 마음에 들어요 ㅎㅎ
저는 S사이즈 입습니다","디자인 이쁘고 사이즈 잘 맞아요
근데 등쪽 프린팅이 살짝? 지저분하게 왔네요
그래도 싸게 잘 사서 그냥 입을려구요",가성비 좋고 등판 마음에 들어요! 편하게 입기 좋은것 같아요
https://www.musinsa.com/app/goods/3274144?loc=goods_rank,"
시그니처 코튼 머슬핏 카라티 NSPK01
",상의,NINEZ,피케/카라 티셔츠,남,4.9,후기 161개 보기,#반팔카라티#남자골프복#폴로티#골프웨어#반팔티#카라티#무지,704,1.1만 회 이상,1천 개 이상,24~33,남성,"43,652 ~ 47,500원","입을때핏이 딱잡아줘서 너무 좋습니다

단점 땀차서 벗을때 너무힘듬","데일리로 사용하기 너무 좋은 제품입니다
감사합니다",재질은 적당하고 다른부분은 엄청 이쁜데 조금 긴거같아요 그래도 넣고 입으니까 상관없기도 하고 하여튼 이뻐요,"사이즈도 적당하구 제가 원하는 핏이 나옵니다.
강추 합니다~!",마음에 듭니다. 피케 재질 카라티인데 쫀쫀하고 좋네요,"이런 옷도 처음이긴한데 이쁘고 좋네요 번창하세요 ~
173에 72인데 딱 맞네요
운동 적당하고 팔이 엄청 큰 편은 아닌데 끼네요","역시 카라티도 핏이 좋네요. 이번에 흰색 체험단도 되서 너무 행복합니다. 검은색도 사야지
사이즈 : 시그니처 코튼 = 헤비메쉬 = 카라티 전부 xl
180이상은 목이 답답하니 xl사세요",조금 꽉 끼어요! 핏은 좋은데 니플패치는 사용해야돼요,생각보다 흰색 색감이 이쁘고 핏도 이뻐요!! 바로 검은색도 구매 합니다~~,좋네요 사이즈 넉넉하고 운동한 사람들한테 잘 맞는거 같습니디!!
https://www.musinsa.com/app/goods/3206761?loc=goods_rank,"
[무료반품]
Thorn Logo T-Shirts - Black
",반소매 티셔츠,NOT4NERD,(낫포너드),남,4.9,후기 71개 보기,#반팔티#반팔티셔츠#로고티셔츠#반팔#오버핏#그래픽티셔츠#그래픽#반팔컬렉션#23S/S컬렉션,"2,859",5.2천 회 이상,550개 이상,19~23,남성,"22,433 ~ 31,200원",코디하기 쉽고 아무 바지에나 다 잘 어울것같아요.,반팔티는 많을수록 좋을것 같아서 무신사 구경하다가 예뻐서 바로 샀어요 사이즈는 m사니까 딱 괜찮은 오버핏나오는 것 같네요 ㅎㅎ 올블랙 코디가 좋아여하핳,사이즈가 적당하고 핏도 괜찮고 색도 좋아요 자주 입을 것 같네요,같은 디자인 후드티도 구매했었는데 만족스러워서 반팔티도 구매했네요~!! 사이즈는 세미오버핏이고 프린팅이 매력적이네요~,"같은브랜드 바지랑 같이 코디 되어 있는것 보고 구매해서 입으니까 너무 멋스럽게 잘 입을 수 있어요~
간지나서 좋아요~",여름에 입기 좋은 재질에 사이즈도 큰편이라서 꾸안꾸로 입기 좋습니다,어깨핏이 오버핏으로 이쁘게 떨어지고 앞에 디자인도 너무 이뿨요,색상도 선명하고 약간 오버하개 잘 맞아용 이뻐요!!,"요즘 반팔 이쁘게나오는게 별로없어서 3박4일동안 구경했는데 낫포너드 이 티셔츠만 눈에 확 보이더라구요
바로 사버렸지 ㅎㅎ",사이즈도 적당한 오버핏에 색감도 예뻐서 좋아요
https://www.musinsa.com/app/goods/2497368?loc=goods_rank,"
Colour Logo Tee White
",반소매 티셔츠,SCULPTOR,(스컬프터),"남
여",4.9,"후기 1,511개 보기",#반팔티셔츠#로고티셔츠#반팔티#반팔#티셔츠#그래픽티셔츠,"20,732",8.9천 회 이상,2.3천 개 이상,19~23,여성,"27,019 ~ 29,400원","진짜 휘뚜루마뚜루 티셔츠
올해 제일 잘 입고 다녔다!!!!!
재질도 적당하고 그냥 다 적당해서
같은 핏으로 다른 디자인 있으면 사고 싶음",예전에 스컬프터 반팔을 사고 면이 탄탄해서 만족스러웠는데 이 옷은 좀 더 얇은 다른 면인 것 같네용 눈으로 봤을 땐 목 부분 탄탄해보이는데 아직 세탁 안 해봐서 모르겠어요 비침은 사알짝 있는 편입니다,"초록초록빔❤️🍀
105사이즈정도 되는 것 같아욤!! 저는 일부러 라지사이즈로 샀어요 ㅋㅋ",프린팅 넘 마음에 들어요 딱 과하지도 허전하지도 않는 그 정도에 사진 찍으면 더 예뻐요,아무데나 휘뚜루마뚜루 입기 좋으네여 품이 굉장히 널럴한 편이고 재질도 탄탄하고 그래픽도 이뻐요,"다 좋은데 먼지같은 게 너무 많이 붙어왔어요
찐ㄸ ㅏ같은 제 사진 공유합니다.",너무이뽀영 시원하고 여기저기 어떤 코디에도 어울리는 ㅎㅎ 만족만족,이뻐요 색감도 이쁘고 길이가 좀 긴 감이 있어서 수선해서 입었습니다,편안한 착용감 .. 적당한 두께 .. 예쁜 프린팅 .. 빠른 배송 .. 합리적인 가격.. 쥑인당,"m사이즈로 시켜서 박시한 느낌으로 휘뚜루 마뚜루 입기 좋은 반팔티에요!
디자인도 이쁘고 딱 여름 반팔티처럼 가벼운 재질이에요!!!
다들 얼른 구매 고고"
https://www.musinsa.com/app/goods/3077393?loc=goods_rank,"
8/14 배송 
90S 숏 슬리브 티_화이트
90’S SHORT SLEEVE TEE_WHITE
",반소매 티셔츠,PARTIMENTO WOMEN,(파르티멘토 우먼),여,4.9,후기 937개 보기,#반팔티#반팔#크롭#크롭티#티셔츠#반팔티셔츠,"7,806",7.1천 회 이상,2.9천 개 이상,19~28,여성,"18,075 ~ 20,800원",배송이 빠르고 옷이 두께가 좀 있어요 그래서 변형이 덜할것같아요 맘에듭니다.,소재도 탄탄하고 기장도 적당해서 맘에 들어요 기본템으로 입기 좋고 편해서 맘에 들고 핏도 예뻐용,탄탄하고 좋아요! 키가 큰 사람한텐 쫌 짧긴 해요ㅎㅎ 아주 쌩화이트예요 재질 부드러워서 편하게 입을 수 잇어용 배쪽이 쫌 뜨는게 아쉽긴 해요,가슴이 큰 체형이라 절대 모델핏은 안나와요. 근데 오버롤 안에 입으려고 산거라 적당해요.,완전 휘뚜루 마뚜루 흰색도 사고 검정도 샀어요 최고,계속 눈여겨 보다가 하나만 사서 괜찮으면 다른 컬러도 사려고 화이트만 구매해봤어요! 재질도 되게 탄탄하고 늘어짐도 없을 것 같긴 한데 두께감이 좀 있긴 하네요. 한여름에는 조금 더울 것 같긴 해요! 밑에가 일자가 아니라 곡선으로 되어있어 기본티인데도 덜 밋밋하고 포인트가 되는 것 같아요. 핑크를 제일 사고싶은데 품절이라 너무 아쉬워요ㅠㅠ,"휘뚤마뚤 어디에나 다 잘 어울리는 기본티인 것 같아요!!!
제일 맘에 든 건 쫀쫀한 소재인데 그래서 오래 입을 수 있을듯요 완전 맘에 들어여‼️ 굿굿",재질도 좋고 짱짱하고 깔끔하고 기장도 딱 적당하니 예뻐요!!ㅎㅎ,"슬림핏을 예상했는데, 생각보다 가로 핏이 넓어 좀 어쩡쩡해요.",면 부드럽고 편해요! 잘 안늘어날 거 같아요! 나중에 또 구매할 거 같아요!
https://www.musinsa.com/app/goods/2411509?loc=goods_rank,"
쿨 케이블 카라 하프 니트 블랙
",피케/카라 티셔츠,COVERNAT,(커버낫),남,4.8,후기 128개 보기,#반팔#카라니트#니트#반팔니트#23S/S정규컬렉션#썸머세일,"1,258",3.7천 회 이상,250개 이상,24~33,남성,"54,589 ~ 59,400원",핏이 아주 좋고요 이쁩니다 단지 쫌 까끌거려서 따가워요,"그린색 사고 맘에 들어 검정색도 구매했습니다
캐쥬얼하게 입기 좋아요
청바지 면바지 다 잘어울립니다","색상도 심플하고 핏도 적당해요
캐주얼하고 너무 튀지도 안아서 좋아요
다만 좀 두꺼운 감이 있어서 더울때는 착용하기 힘들것같고
까끌거리는 재질이라 속옷을 입어도 목부분이나 팔부분이
걸리적 거리긴해요",색감도 쨍하고 소재도 마음에들고 무엇보다 입었을때 편합니다,"원하는 느낌그대로이구요
사이즈도 좋구요 착용감좋아요","재질이 따가워서 안에 옷하나 입고 입어야될것같아요
그래도 이쁘네요","정말로 예쁜 상품입니다. 너무 고급스러워요. 처음으로 입어 본 디자인인데,, 대만족입니다.",옷 핏도 좋고 길이도 색도 이쁘고 딱 맞아서 너무 좋네요 굳이야,약~~간 까끌한거 빼고는 핏 색감 완벽합니다~ 이너로 에어리즘같은거 하나 입고 입으면 딱이에요 ㅎㅎ,소매기장이 약간 길지만 총장은 적당하고 시보리도 탄탄합니다
https://www.musinsa.com/app/goods/2723199?loc=goods_rank,"
(올시즌) 레이어링 스트라이프 롱슬리브 티셔츠_블랙&화이트
(올시즌) LAYERING STRIPE T-SHIRT_BLACK&WHITE
",긴소매 티셔츠,DIMITRI BLACK,(디미트리블랙),"남
여",4.6,후기 238개 보기,#단가라#오버핏#롱슬리브#긴팔티#루즈핏#레이어드#긴소매티컬렉션,"2,848",2.8천 회 이상,950개 이상,19~28,남성,"29,900원",레이어드하기에 그냥 무지치는 심심하시다 하면 이거 사세요,얇아서 여름에 입기 좋고 가벼워요 좀 가을에 레이어드해서 입어도 이쁠거 같아요,킹성비입니다 무진장때 넘 저렴하게 잘구매했습니다,좋아요~!! 블프때 싼가격으로 샀는데 가성비로 입기 좋아요,레이어드나 단품으로 괜찮은것 같습니다 싸게 잘 샀어요,"사진에서 본 제품모습과 똑같았어요
너무 맘에들어요 대신 많이 얇아서 목이 금방 늘어날것같아요ㅠㅠ",스트라이프가 조금만 가늘었으면 좋겠지만 여름에 편하게 입을 용도로는 딱인 듯 합니다,이뻐요 이쁜데 세탁하고 나서 밑단이 엄청 줄었습니다,생각했던것 보단 기장이랑 사이즈가 작았지만 데일리로 입기에 매우 좋아용,마감이 아쉬워요 생각했던 느낌이 아니라 그냥 잠 옷으로 입습니당
https://www.musinsa.com/app/goods/2453554?loc=goods_rank,"
TSHIRT FLOWERMARDI_HEATHER BLUE
",반소매 티셔츠,MARDI MERCREDI,(마르디 메크르디),여,4.8,후기 602개 보기,,"10,338",5.1천 회 이상,1.3천 개 이상,40,여성,"39,287 ~ 42,750원",옷이 얇아서 여름에 시원하게 잘 입을 수 있을 것 같아요!,"아기랑 가족사진 찍으려고 구매한 마르디🥹
키즈마르디에서 제일 예쁜상품골라서 엄마아빠는 따라샀어요
아기 바지 입혀보니까 너무 마음에 들어서 다음엔 바지까지 같이 살 예정이에요 :)
같은 사이즈(프리)로 주문할때 남자는 사이즈 안맞을까봐 문의남겼는데 여성용으로 나온거라 남자에겐 짧을수도 있다고 하더라구요, 근데 저희 남편은 괜찮았어요 !!
키 174에 몸무게70입니다🙋🏻‍♀️",헐 마르디 메르크니 디자인도 너무 이쁜데 무엇보다 얇아서 너무 좋아요 ! 여름에 두꺼운 반팔티 싫어하는데 이건 진짜 후들후들 너무 편하고 이쁜 느낌,"실물로 보고 구매해했어요!
완전 화이트는 아니고 약간 어두운 화이트에요
예쁩니다 그리고 많이 오버핏은 아니에요!",앞면 프린팅 너무 예뻐서 여름에 특별하게 입기 좋아요!,"옷 재질이 얇고 시원해요 가격도 나쁘지 않구요 포장도
이쁘게 잘 포장해서 왔어요 배송만 조금 느려서 아쉬웠지만","멜란지랑 파랑이랑 색깔 너무 잘맞늠거가타여
청바지랑 입으면 좋을덧 ㅎ_ㅎ","시원한 면 느낌이라서 좋구요
그리고 이뻐요 ㅎㅎ 그런데.. 길거리다니면 커플티가 너무 많네요 ㅋㅋ 😆😆",청바지에 너무 잘어울리고 핏하게 예뻐서 맘에들어요,"시원해버이고 아주 좋아요 맘에 들어효
쿠폰으로 더 싸게 사서 만족해효"
https://www.musinsa.com/app/goods/3099429?loc=goods_rank,"
스티브 보이핏 반팔 셔츠 / WHYWD2401U
",셔츠/블라우스,WHO.A.U,(후아유),남,4.8,후기 107개 보기,#여자셔츠#남성셔츠#남자셔츠#기본셔츠#베이직셔츠#오버핏셔츠#후아유×무진장세일#썸머페스티벌,"1,355",9.5천 회 이상,750개 이상,24~33,여성,"18,334 ~ 19,950원",엄청커욬ㅋㅐ부해보이긴 하지만 입고나갓더니 친구들이 다 예쁘대요,"여름에 꾸안꾸로 편하게 입기 좋네요! 강력추천!
다른 디자인 색상도 구매하고 싶네요 ㅋㅋ",옷이 너무 괜찮아요 근데 이런 더운 날씨에 입기에 조금 더울 수 있어요 길이가 생각보다 길어요,"커플로 입었는데 곰돌이 포인트 되고 예뻐용
흰색이라 청바지에 입어도 예쁘고 조거바지에도 잘어울려서 바지아무거나 입어도 괜찮고 시원하게 입을수 있어서 좋아요",냄새가 나서 세탁 후 입었어요~ 오버핏 반팔 셔츠 가성비 좋아요,"핏도 너무 예쁘고 색감도 너무 예뻐요!
반바지하고 매칭해서 자주 입을 것 같아요!
역시 믿고 사는 갓성비 후야유ㅎㅎ!",상세사진 보다는 밝은 그레이 색상이지만 검정 옷이랑 입기 좋고 핏도 괜찮아요,"배송빠르고 좋아요
길이가 길긴하지만 겉옷처럼 착용하기 좋아요",믿고 사는 후아유! 세일할때 저렴하게 잘 구했네요,믿고사는 후아유 옷!! 다른 셔츠 재구매 의사있습니다!
https://www.musinsa.com/app/goods/2499596?loc=goods_rank,"
TSL01 섬머 데님 하프 셔츠 (BLACK)
SUMMER LINEN DENIM HALF SHIRTS (BLACK)
",셔츠/블라우스,TOFFEE,(토피),남,4.8,후기 545개 보기,#오버핏셔츠#반팔셔츠#코튼셔츠#시티보이#여름셔츠#캐주얼셔츠#셋업,"2,220",5.6천 회 이상,950개 이상,19~28,남성,"30,327 ~ 33,000원",인별에서 보이는 느낌 그대로 나구요 흐물거리지 않고 각이 어느정도 탄탄해서 단독으로 입어도 좋았어용,아주 좋아요 가격대비 대만족 입니다. 착한가격 굿입니다. 오버핏으로 딱이에요. 👍,"생가보다 포켓이 엄청 커요. 원단이 얇아서 여름에 입기 좋아요,","셋업으로 구매했는데 너무 잘어울려서 자주 입고 있습니다!! 재질도 얇아서 여름에도 괜찮아요!!
할인할때 구매해서 너무 좋네요 추천추천👍👍",요즘 이런느낌 많이 입길래 저도 한번 구매해보았습니다 반셔 넣입 잘 안하는데 이녀석은 넣입해야 더 예쁘더군요 잘 입겠습니다,두꺼울거라 생각했는데 얇아서 한여름에도 시원하고 좋아요,제 신체스펙이시면 무조건 M사이즈 추천합니다,사이즈가 좀 많이 크긴 합니다 박시한 핏으로 입으려면 나쁘지 않아요,예쁘고 셋업으로 입게되면 단정해보여서 더 좋은 거같아요,옷이정말이쁘네요 덕분에 잘입고다니고있습니다>_<
https://www.musinsa.com/app/goods/2484492?loc=goods_rank,"
스튜디오 아치 로고 티셔츠_블루
STUDIO ARCH LOGO T-SHIRT_BLUE
",반소매 티셔츠,1993STUDIO,(1993스튜디오),"남
여",4.8,후기 216개 보기,#반팔#반팔티추천#남자반팔티#반팔티셔츠#그래픽#용&동PICK#23SUMMER,"1,966",6.9천 회 이상,650개 이상,19~28,여성,"26,208 ~ 27,300원","영케이 손민수한다고 샀는데 생각보다 더 예쁩니당💙

어둡고 살짝 따뜻한 색감의 파랑이고, 입었는데 얼굴이 밝아보여서 좋아요!

사이즈는 다른 후기에서도 말하듯이 정말 큽니다
158 기준 엉덩이 완전 다 덮어요
하지만 볼때는 엄청 커보이지 않고 예쁨!

소재는 빳빳한 면이라기보다는 찰랑거리는 느낌이에요. 얇은건 아닌데 소재 덕분에 좀더 가볍고 시원한 느낌?
왕왕 만족스러운 소비라 햅피합니당","면이 정말 부드럽고 예쁜 블루예요!
다른 색상들도 구매하려구요~",사이즈도 좋고 옷재질도 탄탄하니 너무 이쁘네요,제가 딱 원하던 색감 + 심플하지만 너무 심플하지만은 않은 로고(?)에 꽂혀서 구매하고 잘 입고 있습니다^^ 휘뚜루마뚜루 입을 수 있고 나름 스타일 낼 수 있어서 정말 자주 입는거같아오,"살짝 오버핏으로 편하게 입기 딱 좋습니다
실물이 더 맘에 드네요!",잘받앗어요 생각보단 사이즈커서 놀랫어요 수고용,"좋아하는 연예인이 입었는데, 디자인 예뻐보여서 따라구매했네요 ㅎㅎ 역시 디자인은 너무 예쁘고, 생각보다 재질도 부드럽고 핏도 딱 세미오버핏느낌이라 요즘 제일 애용하고있습니다!","디자인 자체는 이뻐서 좋지만
제일 작은 사이즈 임에도 불구하고 저한테는
너무 크네여ㅠㅠ수선 맡겨서 입을 예정입니다!",색깔도 예쁘고 핏도 괜찮고 데일리로 입기 좋아요,"색감 : 노랑+어둡+파랑 = 가을 딥톤 왕추천!!
S샀어도 될것같은데
많이 커요!! 그치만
M이라서 더 편한것같아요
톤이 맞아서 그런가 너무 예쁘네요 ㅎㅎ
쨍한 여름 파랑이 아니여서 정말 좋아요
배바지+롤업해서 입으니까 이쁘대요><"
