내용링크,이름,카테고리,브랜드,브랜드_한글,성별,평점,리뷰수,태그,좋아요 수,조회수,구매수,인기 나이,인기 성별,가격,리뷰1,리뷰2,리뷰3,리뷰4,리뷰5,리뷰6,리뷰7,리뷰8,리뷰9,리뷰10
https://www.musinsa.com/app/goods/3046771?loc=goods_rank,"
S.P T-SHIRT - BLACK
",반소매 티셔츠,NOMANUAL,(노매뉴얼),"남
여",4.9,"후기 2,020개 보기",#로고티셔츠#반팔#그래픽티셔츠#오버핏반팔#반팔티셔츠#크롭#23S/S컬렉션,"24,128",4.4만 회 이상,1.1만 개 이상,19~28,남성,"36,354 ~ 39,560원",옷도 옷이지만 포장이 깔끔하게 퀄이 좋습니다 굿,반팔티 핏 이쁜데 같은 옷 입은 사람 지금까지 열명은 본 듯해요 ㅋㅎㅋ 하지만 휘뚤마뚤 잘 입는즁입니당,"옷이 이뻐요 색감이나 프린팅도 잘 되어 있습니다 브들부들해요
근데 세탁 후 수축 좀 있어요 M 사이즈 2회 세탁 후 기장 70 정도로 줄었습니다 그래도 이뻐서 L로 또 살라구요",색감 좋고 재질 좋고 디자인 좋고 사이즈 좋고 다 만족함니나,진짜 교복처럼 휘뚤마뚤 입고다녀요..ㅜㅠ 아무 팬츠에나 쓱 입어주면 완성된 코디가 되는 마법...🧙‍♂️,어디에다가 입어도 잘 어울려요!크롭인데 많이 짧지 않고 면도 탄탄합니다!만족이에요ㅎㅎ,사이즈 딱 괜찮아요! 너무 작지도 않고 적당히 크롭한 사이즈같습니다,데일리로 입기 좋은 아이템입니당 무난무난 만족만족,"원단이 두꺼워서 편하게 입을수가 있다. 앞면에 프린팅도
과하지않게 적당한 크기여서 어디에나 잘 어울릴수 있다.
가격은 합리적이라고 생각한다. 왜나하면 세탁후에도 옷
변형이 안 되어서 오래 입을수 있기 때문이다.",크기도 적당하고 ! 핏도 이쁜 거 같아요 ㅎㅎㅋㅋ 무난합니다
https://www.musinsa.com/app/goods/2613887?loc=goods_rank,"
린넨 포켓 오버핏 반팔 셔츠 [블랙]
LINEN POCKET OVER-FIT HALF SHIRTS [BLACK]
",셔츠/블라우스,LEIRE,(르아르),남,4.8,후기 143개 보기,#셔츠#남방#오버핏셔츠#린넨셔츠#리넨#반팔셔츠#시티보이#반소매셔츠#린넨#린넨캠페인,"2,681",1.7만 회 이상,2.1천 개 이상,19~28,남성,"34,800원",요즘 날도 많이 더운데 외출할 때 휘뚜루마뚜루 편하게 입기 좋고 두께도 얇아서 더위에 버틸만 합니다. 핏도 적당한 세미오버라 깔끔하게 입을 수 있어서 맘에 들어요,저한테는 좀 큰감이 있어요. 단독보다는 흰티에 겹쳐입어야 괜찮네요. 아주 한여름엔 덥겠어요. 근데 너무 얇은 남방보다는 입기 좋을듯합니다.,남색 이뻐서 블랙도 샀는데 왜 이게 더 두꺼운거죠,셔츠 너무 이쁘고 맨살에 입어도 될 정도로 부드러워요 기장도 너무 길지 않아서 좋네요. 색별로 샀습니다 만족해용,핏도 좋고 잘 샀듭니다 여름에 조금 더울 것 같은 두께긴 하지만 잘 입고 다니겠습니당,재질도 좋고 사이즈도 적당하고 핏이 이뻐서 너무 만족스럽습니다 자주 입을 수 있을 것 같아요!!,"요즘 너무 잘 입고 다니고 있음.
생각보다 두께감 대비 통풍이 잘 돼서
여름에도 가능할듯. 암튼 활용도 좋아서
여기저기 매치해서 입고 다님. 추천","이미지대로 이쁜 것 같습니닷
배송도 빠르고 포장도 잘 되있어요",일주일 정도 걸렸는데 기다린 보람이 있어요. 시원하고 멋스럽네요~,배송이 좀 많이 느렸는데 옷은 매우 좋습니다 머릿속으로 생각하던 코디가 나오네요!
https://www.musinsa.com/app/goods/2414867?loc=goods_rank,"
oddy t-shirt(white)
",반소매 티셔츠,ODDPEARL,(오드펄),"남
여",4.9,후기 360개 보기,#반팔#반팔티#반팔티셔츠#로고티셔츠#티셔츠#그래픽티셔츠#오버핏,"4,760",1.9만 회 이상,2.4천 개 이상,19~28,남성,"30,511 ~ 33,200원","원단감이 부드럽고 너무 좋아요
핏은 라지하니깐 세미오버핏으로 딱 좋게 떨어지고
오드펄 프린팅 귀여워요","청바지 슬랙스 어디에나 다 잘어울리는
아주 귀여운 티셔츠 입니다.","프린팅 이쁘고
짱짱하고
아주 만족스럽습니다.
핏도 오버핏
기장노 넉넉합니다!","가격도 싸고 흰티라 비칠까봐 걱정했는데 비침도 없네요
흰옷이라 싼 가격으로 한두시즌 입을 옷으로 구매했는데 매우 만족합니다",프린팅 너무 이쁘고 좋아요 제 신체사이즈면 M 세미오버~오버핏일거예요,무난해서 좋았습니다 프린팅도 귀엽게 들어가있고,"재질도 좋고 사이즈m 적당하니 좋아요
항상 무신사에서 주문하는데 특별히 크거나 작은 느낌은 없어요",너무 귀여웡 ㅠㅠ이 캐릭터로 옷 더 만들어주세요ㅠㅠ졸귀짱귀,"원단좋고 시원하고
프린팅 귀엽고
대만족 티입니다",사에즈도 넉넉하고 색감도 괜찮네요 무엇보다 프린팅이 깔끔하고 귀여운게 좋습니다
https://www.musinsa.com/app/goods/3224508?loc=goods_rank,"
[무료반품]
시티보이 빅오버 데님 반팔 셔츠_Deep Blue
City Boy Big Over Denim Short Sleeved Shirt
",셔츠/블라우스,LAFUDGESTORE,(라퍼지스토어),"남
여",4.8,후기 182개 보기,#시티보이#셔츠#반팔셔츠#여름셔츠#데님셔츠#데님,"4,341",1.4만 회 이상,1.5천 개 이상,19~28,남성,"27,969 ~ 38,900원",처음 딱 입었을 때 뭔가 사이즈가 애매해 보였는데 입으니까 딱 제가 생각하던 느낌이라 좋았어요!,옷이 편하고 너무 이쁘네요 꾸안꾸로 입기 좋은 거 같아요,아쥬 맘에 들어요! 물빠짐은 잘 모르겠고 냄새는 받자마자 밖에 걸어뒀더니 없어졌어요,사이즈도 괜찮고 편하게 자주입고있습니다 좋아요 무난하게입기에,이뿌고 편하고 가볍고 만족스러운 쇼핑이예요오오,데님 셋업 느낌으로 구매했는데 아주 만족중입니다.,"소매 접어입으면 예뻐요
좀 두꺼워서 한여름에는 못입고 가을 기다려야할것같아요",사이즈가 생각보다 크지만 그래도 두께감이나 색감 모두 만족합니다,되게 커요. 되게 큰데 색도 이뻐서 코디 잘하면 멋드러지게 코디 할 수 있어요,한여름엔 좀 더울만한 두께이긴 한데 색이랑 핏이 다 너무 이뻐요!!!
https://www.musinsa.com/app/goods/1820701?loc=goods_rank,"
빅 트위치 로고 티셔츠 그린
BIG TWITCH LOGO T-SHIRT GREEN
",반소매 티셔츠,LEE,(리),"남
여",4.8,"후기 6,789개 보기",#반팔티#LEE반팔티#로고#빅로고#트위치#남녀공용,"59,871",4.4만 회 이상,1.4만 개 이상,19~23,여성,"25,732 ~ 28,000원",일단 리 티가 기본적으로 사이즈가 크게 크게 나오는 거 같더라고요 그래서 다들 입는 사이즈 2치수 정도 작게 시키면 괜찮을 거 같아용,예쁜긴한데 옛날에 샀을 때 보다 너무 얇아졌고 커져서 사이즈 미스가 있었어요,재질은 살짝 얇은 편이고 사이즈는 제가 제일 좋아하는 실짝 오버핏 느낌이에요 lee티셔츠는 어떤 바지에도 어울이는 옷이고 편하게 스타일링 하려고 구입했습니다~,로고 색감이 칙칙하지 않고 선명해서 좋아용 크기도 넉넉히 큰데 벙벙한 느낌 안들고 이뻐용,"여름에 입기 좋게 얇고 땀흡수도 좋은듯 하고
초록 글씨가 선명하니 깔끔하고 이쁘다",기장이 좀 긴거 같지만 색도 잘빠지고 이쁜 것 같아요,사이즈가 크다는 리뷰들이 많아서 걱정했는데 생각보다 사이즈가 잘 맞아서 다행이었습니다. 초록색 로고는 조금 어두운 편이었습니다. 가격도 저렴해서 만족합니다!,"조금 오버핏이구요.기장 길어요.
그린이 선멍하지는 않아요.","넉넉하게 잘 맞고 두껍지도 얇지도않은 적당한 두께입니다.
그린이 거의 다크그린에 가까운 색이예요.
목도 튼튼한편인 것같아요~",소재가 얇은데 lee글자가 있고 핏도 루즈해서 속 비치는 건 걱정 안해도 될 것 같아요. 핏 이쁘네여
https://www.musinsa.com/app/goods/3188283?loc=goods_rank,"
어센틱 아치 로고 티셔츠_화이트
AUTHENTIC ARCH LOGO T-SHIRT_WHITE
",반소매 티셔츠,1993STUDIO,(1993스튜디오),"남
여",4.9,후기 129개 보기,#23SUMMER,"2,551",1.9만 회 이상,1.1천 개 이상,19~28,남성,"26,208 ~ 27,300원","배송도빠르고 포장도 꼼꼼해요
데일리템입니다",짱짱하고 촉감도 좋고 두께도 적당한것이 아주 마음에 듭니다,"얇고 후들후들한? 재질입니다.
적당하 박시해서 좋고, 면 원단이 부들거려서 촉감이 좋아요","세번 세탁후 소재감이 너무 좋아서 후기작성합니다
얇은소재인데도 세탁후 전혀 변형이 없구요. 어떤하의에나 다 잘어울려요. 길이감이 길다는 후기가 있지만 핏이 엄청 이뻐요~^^제가 구입할때보다 금액이 더 다운되긴했지만 너무 만족합니다. 다른색상 하나더 구매 했습니다^^",글씨가 빨간색인줄 알았는데 와인색이에요 참고하세요 사이즈가 여자가 입기엔 많이 큰 것 같아요 s도 만들어주시면 감사하겠습니다 그래도 예뻐서 오버핏으로 입으려고요 맘에 듭니다,"생각보다 엠사이즈 엄청 크네요
재질은 좋구 두께가 얇아서 여름에
시원할거같아요.이쁘네요",완전 편하고 좋아요 기본템이라 자주손이가요 재구매의사 있음,데일리로 입고 다니기 딱이예요 오버핏으로 잘 입고 있습니다!,반팔 찾다가 이거 봐서 바로 샀습니다 아주 좋아요!,깔끔하니 이쁩니다 색상도 잘빠졌고 올해 입기 좋을 듯
https://www.musinsa.com/app/goods/1793420?loc=goods_rank,"
빅 트위치 로고 티셔츠 블랙
BIG TWITCH LOGO T-SHIRT BLACK
",반소매 티셔츠,LEE,(리),"남
여",4.8,"후기 7,934개 보기",#반팔티#반팔티셔츠#LEE반팔티#빅로고#로고#남녀공용#그래픽,"46,985",2.2만 회 이상,9.1천 개 이상,40,여성,"25,732 ~ 28,000원",처음 사봤는데 티셔츠에 소위 우리의 이름 성 중 하나인 이=lee를 쓴다는게 뭔가 독특하고 신기했는데 보면 볼수록 예쁘고 좋네요. 짱입니다,옷 일부러 큰거샀는데너무 좋아요 잘맞고 얇아서 여름애 쓰기 너무 좋더라고요 사셔도 될거 같아요!! 사시는걸 추천해요,"너무나도 편하게 잘 매치할 수 있는 아주 굿 데일리템입니다!
사이즈를 좀 더 넉넉히 아예 더 큰 오버핏으로 주문할 걸 아쉽습니다.
몇번이고 세탁해도 프린팅도 그대로 되어있구 예쁩니다.
검은색에 빅로고라 심플하게 입어도 나름의 꾸안꾸 느낌이 있고 진짜 어디다 입어도 뭘입어도 잘어울려서 휘뚤마뚤템으로 추천합니다
특히 버뮤다랑 입으면 너무 귀여워요","넉넉한 사이즈이고, 엉덩이는 충분히 덮어요!
길가다가 꼭 같은 옷을 마주칩니다..
근데 옷은 예쁘고 탄탄한 것 같아요",커플티 찾다가 이뻐서 구입함 착한가격에 휘뚜루마뚜루 입기 좋습니다,키가 작아서 티가 기네요ㅠ그점이 아쉽지만 잘입고 있어요,컬러가선명하고 원단이 얇은편이라 더운날씨에도 착용굿입니다!!! 로고가 깔끔하게 잡아주니 선명해보이면서 깔끔해데일리로 착용중입니다^^,"가격도 적당하고 적립금도 쓰고 잘 샀습니다.
검정이 쨍하고 세탁 전이지만 물 안빠질듯한 원단이에요. 로고가 크긴해서도 글자수 세자라 딱 간곁하고 포인트 되고 이뻐요. 여기저기 매치하기 편한 스타일이라 맘에 든다고해요.
중2 180에 57키로 정도로 마른 편인데 오버핏 유행이라 넉넉한대로 멋스럽네요.",검정색이라 깔끔하고 이쁘네요 면도 얇아서 시원하고 핏도이뻐요,"기본티라 가볍게 입고 외출할때 좋아요.
흰바지 청바지 트레이닝바지에 다 잘어울립니다.
다만, 주위에 같은브랜드옷 가진애들이 좀 됩니다
겹치면 민망 ㅎㅎ"
https://www.musinsa.com/app/goods/2500375?loc=goods_rank,"
[무료반품]
아이스 코튼 스트링 반팔 셔츠_Off White
Wide String Half Shirt_Off White
",셔츠/블라우스,LAFUDGESTORE,(라퍼지스토어),"남
여",없음,없음,#셔츠#여름셔츠#반팔셔츠#스트링셔츠#하프셔츠#시티보이셔츠#반팔,"12,278",1.5만 회 이상,3.6천 개 이상,19~28,남성,"25,093 ~ 34,900원",너무 이쁘고 재질이 은근 탄탄해요 싸게 잘 구매했습니당,조금 큰듯한데 오버핏으로 입기는 괜찮을것 같네요,"저렴한 가격에 품질이 좋고, 원단이 시원하고, 좋아요!","되게 시원하고 스트링포인트로 너무 귀여워요
잘입겠습니다!",다른 반팔셔츠들은 기장이 엄청 길어서 핏이 안 살았는데 이건 스트링이 잡아주면서 포인트도 되고 손이 자주 가네요 사이즈는 작게 가시면 됩니다,너무 이쁘고 무난해서 어디에나 코디하기도 편합니다ㅔ,"핏이 딱 떨어져서 이쁘고, 반바지나 긴바지에 레이어드 해서 입기 좋아요 재질도 시원해서 좋긴한데 땀나면 너무 붙는 재질이라서 조심해여 돼요!",합리적인 가격에 쫀쫀하고 신축성도 좋은 템인거 같슴다,"가성비 대비 옷 이쁨!
근데 빨래할 때 세탁망에 넣고 돌리시길 추천",라퍼지스토어를 좋아하는 사람중에 하나이고 제품 퀄리티는 좋은 편 같아요. 세탁시 쭈글쭈글한 그런 느낌이 좀 있는 제품
https://www.musinsa.com/app/goods/3288163?loc=goods_rank,"
8/21 배송 
매시브 23 져지 티셔츠[블랙]
",상의,MUSCLE ARMED,반소매 티셔츠,남,4.9,후기 44개 보기,#짐웨어반팔#짐웨어#농구티#농구티셔츠#오버핏반팔#농구져지#운동반팔티,509,1.4만 회 이상,300개 이상,24~33,남성,"83,821 ~ 109,000원",일단 성엽씨 팬은 아니구 너튜브나 별스타에서 종종 해당 티가 보였을때 디자인이 흔하지 않고 다른업채가 모방해서 만든곳이 없는거 같아서 마음에 들었습니다 하지만 가격이 좀 두비두밥? 성엽스럽다? 해서 고민하던차에 할인이 꽤 되어서 그 가격이면 괜찮다 생각해서 질렀습니다 사진으로 본 그대로 이쁘구요 생각보다는 좀 두텁지만 옷 소재는 매우 좋은거 같습니다 그래도 할인전 가격이라면 안샀겠지만요 3엑라 인데 막 오버핏처럼은 안느껴지고 딱 맞는거 같습니다 제일큰 사이즈로 사길 잘한거 같아요,"이 옷 입으니까
벨트 없이 컨벤 데드 200가능하네요",디자인이 이쁘긴하지만 머슬암드 제품을 입어본 적이 없어서 살짝 팬심으로 구매한 것도 없지않은데 비싼만큼 재질도 좋고 핏도 너무 이뻐요!,깔끔하고 예뻐서 자주 착용할 거 같아요 최고에요,장성엽 선수님 팬인 김에 겸사겸사 럭비복이 필요해서 샀습니다 넘 예뻐요,"기능성옷필요 + 장성엽 선수 팬심으로 구매했습니다!
후기대로 퀄리티가 매우매우 좋습니다!
무신사에서 구매하니까 할인쿠폰덕에 저렴하게 구매했어용

매쉬지만 두께감이 꽤 있어서 오래 입을수있을것같고 자주 세탁해도 형태 안 변할 것 같네요!

여자 165이지만 목이 길고 어깨가 있어서 그런지 오버핏으로 잘 맞고 넥라인은 브이넥에 많이 안파여있어서 운동할때 불편함도 없겠어요

상의 하나더 사서 크롭으로 리폼해서 입고다니고 싶어지네용",착용감도 좋고 편한데다가 디자인도 이뻐서 일주일에 3일은 이거만 입는 듯 합니다ㅎ 넘 잘 산 것 같고 이쁜 제품 더 많이 출시해주세요!!! 특히 메쉬 제품..!!,사이즈도 적당하고 핏이 너무 이뻐서 좋아요 자주입어요,"실제로 받아보니 디테일이 더 좋네요. 한사이즈 크게 구매해도 될거 같았는데 정사이즈로도 아주 만족합니다. 운동갈때 매일
입어요",매우 굿입니다!! 가격이 비싼값을하네요 자주입을거같아요
https://www.musinsa.com/app/goods/1996130?loc=goods_rank,"
TAG KP TEE - CHARCOAL
",반소매 티셔츠,BROWNBREATH,(브라운브레스),남,4.8,후기 703개 보기,#오버핏티셔츠#반팔티셔츠#베이직티셔츠#그래픽티셔츠#오버핏반팔#루즈핏티셔츠#로고티,"4,634",1.5만 회 이상,2.6천 개 이상,19~23,여성,"26,467 ~ 28,800원","브라운브레스 브랜드는 첨 입어보는데
저렴한 가격 대비 품질은 좋습니다
184/92 XL사이즈 잘 맞습니다.",뒷 로고가 너무 이쁘고 사이즈도 오버핏으로 나와서 핏이 좋았어요,여자친구랑 커플로 맞췄는데 커플티로 적합한 것 같습니다 너무 이뻐요!,사이즈 잘맞고 컬러가 특이하게 예뻐요 핑크색 포인트 글씨도 잘 어울려요 재질은 면 백프로입니다 세탁후 변형 없고 좋네요 사이즈도 잘맞아요,"크게입고싶어서 m샀는데
미니원피스길이네요 근데 알고산거라 마음에들어요
바이커팬츠랑 입기 좋은길이입니다
다만 한여름에 입기에 두껍고
땀나면 티나는 색이라 주의 필요할듯합니다~","아 너무 힙해요
생각보다 색감도 예쁘고
땀날때 두렵긴한디 귀여워서 ok함","뒷태 무엇!! 너무 이뻐용~ 그레이색도 귀여워요
고민하지 마시공 구매하세용",생각보다 사이즈가 널널하지 않아서 L로 사도 괜찮을거같아요.,브라운브레스 회색 기본티를 하나 사봤는데 품질도 나름 괜찮고 입을 만 해요!,커플티로 입으려고 샀는데 너무 예뻐요! 색조합최고
https://www.musinsa.com/app/goods/1763218?loc=goods_rank,"
[무료반품][정국 착용]
3color 남 모노그램 로고 반팔 티셔츠 (화이트,블랙,베이지) J320770
",반소매 티셔츠,CALVIN KLEIN JEANS,(캘빈클라인 진),남,4.8,"후기 2,184개 보기",#캘빈클라인진X박서준#모노그램#반팔티#커플티#로고/레터링#로고#BTS정국착용#로고반소매티#무료반품,"26,817",5.2만 회 이상,5.3천 개 이상,19~28,남성,"66,250 ~ 72,090원",배송 꼼꼼하고 옷 너무너무 예뻐요 잘산거같아요,"디자인이 깔끔해서 마음에 들어요!! 근데 제가 사이즈를 조금 작게 시켰더니 약간 꽉 끼더라구요 정핏으로 나온 제품인 것 같아요!! 기장이 좀 길어 넣어입는게 예뻐용!!
면 느낌은 굉장히 부드럽고 얇았습니다.
로고티로 깔끔합니다. 커플티로도 좋을 것 같아요!! 감사합니다!","디자인이 깔끔해서 마음에 들어요!! 근데 제가 사이즈를 조금 작게 시켰더니 약간 꽉 끼더라구요 정핏으로 나온 제품인 것 같아요!! 기장이 좀 길어 넣어입는게 예뻐용!!
면 느낌은 굉장히 부드럽고 얇았습니다.
로고티로 깔끔합니다. 커플티로도 좋을 것 같아요!! 감사합니다!",옷 질도 생각보다는 좋구 이쁩니다!! 근데 오래는 못입을듯 해요 ㅠ,"친구 선물로 줬는데 이 옷만 입을 정도로 너무 마음에 들어 하더라구요!! 제가 보기에도 이뻤어요
사이즈는 정 사이즈인 거 같고 친구 키가 174 정도 되는데
L 사이즈 잘 맞았어요
어떤 옷이나 매치하기 쉽고 이너로 입어도 예뻐요
기본템으로 하나씩 들고 있으면 좋을 것 같은데 가운데 로고가 크게 있어서 무난하지도 않게 포인트로 입기 좋아요!!",올블랙 코디에 착붙인 반팔입니다. 소매 롤업 해서 입으면 머슬핏 가능합니다.,"프린팅이랑 자수 깔끔하고
팔 부분은 조금 타이트하게 되있어서 오히려 좋아요
근데 옷이 좀 얇아서 목은 좀 늘어날거같네요
만족합니다","여자친구가 식케이 좋아한다고 해서
요즘 Ck 담아두고 있습니다.
아따 이쁘고 좋습니다욥",너무 이뻐요 청바지랑 너무 잘 어울리는 티입니다,팔부분은 짧고 목은 넓고 길이는 길기 때문에 넣어 입어야하는데 코디하기가 조금 빡세네요
https://www.musinsa.com/app/goods/746276?loc=goods_rank,"
어센틱 로고 티셔츠 블랙
",반소매 티셔츠,COVERNAT,(커버낫),"남
여",4.8,"후기 9,604개 보기",#반팔#반팔티#오버핏#반팔티셔츠#썸머컬렉션#로고티셔츠#23S/S정규컬렉션,"34,918",1.9만 회 이상,6.2천 개 이상,40,여성,"25,089 ~ 27,300원","커버낫티셔츠는 참 깔끔해요!!

자수 레터링이 고급져보이네요.

특히 블랙 예뻐요!!","가격 대비 질도 좋고 디자인도 예뻐요.
자주자주 입을 것 같아요.",디자인도 정말 맘에들고 새깔 등등도 너무 좋아요 그리고 사이즈도 적당하고 입기도 편하고 소재도 좋아요 아주 만족합니다 또 배송도 빨라서 정말 굿굿 번창하세요,"커버낫 제품 너무 좋아서 두번째 구매합니다:) 일단 커버낫제품이 타 브랜드에 비해 목이 잘 안늘어나고 세탁 후에도 물빠짐이 심하지 않아서 너무 만족스럽습니다. 170기준으로 M은 핏하게입기 좋고, L는 박시하게 입기 좋습니다. 참고하세요:) 스타일링은 캐주얼하게 아무코디에서나 다 잘 어울릴 것 같아서 유용하게 잘 입을 것 같네요",어느 코디에나 잘 어울리는 옷이네요! 살짝 두께감이 있어서 한여름에는 조금 더울 것 같지만 만족스러워요!,아들 티셔츠 구매...맘에 들어합니다 이쁘네요..추천합니다,"여름에 입으려고 구매했는데 편하게 잘 입고 놀았습니다🫶
길이는 엉덩이 덮을 정도였는데 원하던 느낌이라 좋았어요!","커버낫 너무이뻐요 자주입을게요
제가 좋아해서 샀어요",제거 입은거 보고 와이프도 사줬는데 맘에 들어하네요.,"일주일도 안되서 가격이 내려서 속상하네요
배송도 포장 상태도 꼼꼼해요"
https://www.musinsa.com/app/goods/3125763?loc=goods_rank,"
W RAGLAN REGULAR LOGO TEE navy
",반소매 티셔츠,MARITHE FRANCOIS GIRBAUD,(마리떼),여,4.9,후기 376개 보기,,"9,045",1.7만 회 이상,1.8천 개 이상,19~28,여성,"45,031 ~ 49,000원",옷 시원하고 좋아요 디자인도 이뻐요 색도 이쁘구요,몸통 색감은 아이보리보다 좀 더 누런 느낌이에요. 크롭은 너무 널널하면 배 보이는게 싫어서 s 골랐는데 딱 좋아요! 여러번 세탁해도 목부분 늘어짐 없고 얇아서 자주 입어요ㅎㅎ,유교걸한테 딱 맞는 크롭티셔츠에요 남색과 크림색 조합이 귀엽네용,"두껍지 않고 핏이 적당해서 한여름에도 잘 입고 있어요
하의 아무거나 입어도 잘 어울리구요
웜한 크림색에 어두운 네이비 컬러 구성이에요
소매 짧지 않아서 군살 가려주고 총기장이 세미크롭으로 팔 들지 않으면 배 안보여요
구입 후 지금까지 세번 세탁했는데 목늘어짐이나 뒤틀림 없어요
기장 핏 컬러 원단 모두 마음에 쏙 들어요","평소 마리떼 옷을 즐겨입는 1인입니다
상의는 보통 55사이즈입고, 프리사이즈 옷이 적당하게 잘 맞는 편이에요!
이 티셔츠는 m사이즈 하니 어깨랑 길이가 딱 괜찮아요
옷 자체가 많이 짧지않고, 적당히 크롭한 기장이라
바지에 티셔츠를 넣어입지 않아도 예쁩니다!!
(여름에 티셔츠 넣어입으면 너무 덥잖아요ㅠㅠ)
엄청나게 얇고 시원한 재질이나 두께감은 아니지만
속옷이 비치지않아서 이너없이 단독으로 입을 수 있어요👍🏻","마리떼 흰티랑 사이즈 비슷하고 어깨는 살짝 작은 느낌 입니다.
그렇지만 옷이 넘 이뻐서 약간의 단점은 커버 가능〰️합니다
기장도 짧지도 길지도 않아서 좋아요!",핏도 적당하고 소재도 너무 좋아요!! 예쁜 옷 잘 샀네용 감사합니당,"보자마자 티셔츠 넘 이뻐서 구매했습니다!
저한테 완전 찰떡이구여
여름에 입기 넘 좋아여!!!
여기저기 매치하기도 좋습니다!
역시 제가 사랑하는 브랜드 마리떼❤️",얇고 후둘후들한 재질이여서 몸에 착 감기는 느낌이에서 착용가이 좋아요 생각보다 통이 넓은 느낌이에여,웜톤이라 완전 화이트가 아니라 베이지 색 사고 싶었는데 이 티가 딱 그 색이어서 고민없이 샀어용 예쁩니다..적당히 크롭이라 손 위로 들면 배 딱 보이고요 제가 상체는 어좁이인 편인데도 딱 맞아여
https://www.musinsa.com/app/goods/2370575?loc=goods_rank,"
8/18 배송 
OG logo T-shirt - BLACK
",반소매 티셔츠,WOOALONG,(우알롱),"남
여",4.8,"후기 1,632개 보기",#반팔티셔츠#오버핏반팔#티셔츠추천#반팔#남자반팔티#티셔츠#반팔티#유니섹스#로고티셔츠,"20,131",3만 회 이상,6.1천 개 이상,19~28,여성,"30,465 ~ 33,150원",얇을줄 알았는데 한여름에 입기엔 더울것 같고 조금 박시한 편입니다. 그래도 자꾸 손이 가는게 역시 우알롱..🤍,우알롱 처음 사봤는데 너무 좋아요 재구매 하겠습니다!!,예뻐요 사이즈는 조금 큽니다 전체적으로 만족스럽습니다.,"색상 사이즈 다 맘에 들어요~~가볍습니다 여름철 가성비 좋게 잘샀네요 다만 구김이 조금많이 있네요ㅠㅠ살짝 냄새도 나고
기장은맞는데 목이랑 어깨사 살딱미스ㅠ",재질이 보들보들거리면서 얇아서 여름에도 시원하게 입을수있어용,믿고 입는 우알롱^!^. 원단이 진짜 좋아요. 세탁해도 전혀 변형 안됩니당. 157인 저에게 사이즈 완죤 딱 예쁘게 잘 맞았어요. 하얀색도 사구 싶음.,무난하게 입기 편합니다 평소에 손이 많이 가요 잘입을게요,자수로고가 고급진 티셔츠입니다! 이너로도 활용도가 높을 것 같아요! 옷감도 뻣뻣하지 않고 부들부들 고급지네요!,옷 재질도 시원하고 핏도 적당히 좋아요 기본템으로는 추천,일본 여행 가서 입었는데 사이즈도 적당해서 예쁘게 입었어요
https://www.musinsa.com/app/goods/2305844?loc=goods_rank,"
TD5-SH07 페이퍼셔츠-화이트
",셔츠/블라우스,THOMASMORE,(토마스모어),"남
여",없음,없음,#23S/S1ST#캐주얼셔츠#기본셔츠#추천,"8,911",1.2만 회 이상,4.8천 개 이상,19~28,남성,"59,700원","가성비 아주 좋은 얇은 셔츠입니디!
역시 토마스모어 옷은 퀄도 좋고 좋습니다",한번 빠니깐 주름이 너무 믾아서 다리기가 힘드네요 그갓 빼곤 좋아요 다음번이 다른 컬러로 한치수 큰사이즈 사야겠어요 사이즈가 애매하네요,색감 가성비 모두 좋습니다 깔끔하면서도 편하게 입을 수 있어요,얇고 바스락거리는 원단이라 여름에 입을 수도 있겠네요. 핏은 세미오버라서 깔끔한 룩에 찰떡입니다 사이즈는 다운 하세욤,바스락 펄럭거리는 느낌을 연출하기 아주 좋습니다,"사이즈 핏 다 완벽합니다 배송도 빠르고 자스락 거리는 재질도 좋아요
두께감도 얇아서 한여름 빼곤 언제든 착용 가능할꺼같아요","페이퍼셔츠는 얇고 바스락거리는 재질이 여름에 입기에 좋고
땀이나 물에 젖는게 아니라면 비침은 딱히 못 느껴서 단품으로 착용했습니다. 여유로운 핏으로 나와서 소매를 걷고 반바지에 매치하면 더워보이지 않게 매치할 수 있는 것 같아요. 오버핏이다 보니 넣입보다는 빼입이 이쁜 것 같아요. 깔별로 모으는 중인데 가성비 최강 강추합니다.","맘에 들어 화이트도 구매했어요
여유있는핏에 얇아서 맘에듭니다",재질도 좋고 맨몸에 입어도 무관하네요 좋습니다!,소재나 핏이 기대 이상이어서 만족스러워요 자연스럽게 구김이 가는 게 좋네요
